timestamp,x-axis (m/s^2),y-axis (m/s^2),z-axis (m/s^2),R00,R01,R02,R10,R11,R12,R20,R21,R22
20:42:58:069,0.4995637568727662,-1.035033255314026,-9.812920848417892,0.9999999987353206,-6.255936728082881e-06,4.691992418772451e-05,6.258149084063546e-06,0.9999999992789641,-4.10768119733706e-05,-4.692029167812133e-05,4.107711358214951e-05,0.9999999983978688
20:42:58:102,0.49925291826505186,-1.0529046602784091,-9.808325759558643,0.9999999985762447,-3.030166306900965e-05,3.9972170667550326e-05,3.0301471099030086e-05,0.9999999993777356,-1.438197302087821e-06,-3.997168897214858e-05,1.439295584718499e-06,0.9999999989758828
20:42:58:136,0.49465363715301597,-1.0608941326444217,-9.81427954274813,0.9999999968273966,2.685616099405692e-06,7.345808791487682e-05,-2.685058026724696e-06,0.9999999992660333,3.567118850670292e-06,-7.345864468737408e-05,-3.567621491591269e-06,0.999999996312869
20:42:58:169,0.4990888062721797,-1.0520150522292013,-9.810984772196358,0.9999999941534436,3.812720549610345e-05,0.00010105242211794312,-3.812288285628041e-05,0.9999999981056386,-5.04800660413054e-05,-0.00010105330395626952,5.0476079964055535e-05,0.9999999939195293
20:42:58:202,0.5057759160452764,-1.0430647412869325,-9.795559910283195,0.9999999952474385,3.0163365334703308e-05,8.342628690808407e-05,-3.0162318867295707e-05,0.9999999987896473,-1.1403407330763792e-05,-8.342721389261332e-05,1.1400594629403887e-05,0.999999995666021
20:42:58:236,0.5031371964901988,-1.0480865836633544,-9.802303271336605,0.9999999983374699,-3.6278501942275533e-07,5.05249907835115e-05,3.61216102065328e-07,0.9999999998105279,1.760246231725385e-05,-5.052493622107683e-05,-1.7601826024890174e-05,0.9999999980509956
20:42:58:269,0.4984804274868854,-1.038622753751606,-9.799296293065506,0.9999999976460199,5.1594533061145674e-05,4.055298983274883e-05,-5.1593790741053133e-05,0.999999998029913,-2.2292272697208147e-05,-4.055386757361682e-05,2.228985422950957e-05,0.9999999987804542
20:42:58:302,0.49735332106289876,-1.039580395103969,-9.808278604284066,0.9999999959949283,5.6812567148273526e-05,4.44680092106958e-05,-5.681140983204639e-05,0.9999999967362458,-3.309674418739384e-05,-4.447015969841084e-05,3.309472141836144e-05,0.9999999981009036
20:42:58:336,0.4967624069876838,-1.0425240189273417,-9.797851170850212,0.9999999953733807,5.262743285697701e-06,0.00010069679916177931,-5.263957590395898e-06,0.9999999999192801,1.6257478760943088e-05,-0.00010069628883806463,-1.6258313125381214e-05,0.9999999952357393
20:42:58:369,0.49681694072046445,-1.050823181564967,-9.808912573508698,0.9999999962683769,5.815794012554374e-06,7.395080461365636e-05,-5.818804857186449e-06,0.9999999991796201,3.1088817514198736e-05,-7.395056771182257e-05,-3.108946282656196e-05,0.9999999958995424
20:42:58:402,0.49053334004501203,-1.0492138834048188,-9.804237196580624,0.9999999987376514,-1.7551644960911296e-05,3.502608167208407e-05,1.755175071245644e-05,0.9999999998719066,-4.12559637570081e-06,-3.5026158284680826e-05,4.126279816888914e-06,0.9999999989381924
20:42:58:436,0.49688254703006013,-1.0504188787782045,-9.81468440830118,0.9999999968765836,2.2850730444108356e-05,7.168276294903711e-05,-2.2848074439221536e-05,0.9999999984532566,-3.92742241538122e-05,-7.16838524975434e-05,3.927238329844132e-05,0.999999996431997
20:42:58:469,0.49851512573382073,-1.0467925118666337,-9.810286035979004,0.9999999951771853,2.7176233372373342e-05,8.597026291394346e-05,-2.7172378065384656e-05,0.9999999974767833,-5.394558089605489e-05,-8.597174355641114e-05,5.394284819676054e-05,0.9999999939651464
20:42:58:502,0.49887387449277554,-1.0434544053516053,-9.805428073816778,0.9999999958678594,-1.039885731447475e-06,8.150181970553131e-05,1.0413037380814328e-06,0.9999999993980713,-2.0319976127247655e-05,-8.150117167631301e-05,2.0319476111531056e-05,0.9999999963334962
20:42:58:536,0.4906010236252606,-1.0496611244965925,-9.798478421626216,0.999999996921903,2.4552132347175995e-05,6.80780229426799e-05,-2.4553243757522115e-05,0.999999998849059,1.6700293829109958e-05,-6.807807806750143e-05,-1.6701815519798517e-05,0.9999999972561218
20:42:58:569,0.4856191331776182,-1.050898982509649,-9.814180759271418,0.999999997105059,2.4431546542165654e-06,6.650647092188087e-05,-2.4465623476891827e-06,0.9999999980972808,4.425172617527969e-05,-6.650677467419192e-05,-4.4251605293376226e-05,0.999999996750367
20:42:58:602,0.49829492374517864,-1.0525813093279086,-9.80938432873288,0.9999999982153244,-8.5012983799997e-06,2.8055884605684742e-05,8.501205360816792e-06,0.9999999984368444,3.0509557254845203e-05,-2.8056759020392362e-05,-3.050863222305434e-05,0.9999999987556195
20:42:58:636,0.4983439967508496,-1.0449180560460145,-9.806922885405992,0.9999999970297093,-1.9281839533856273e-05,-7.213134308897348e-05,1.9283065567454686e-05,0.9999999993867134,1.8536834301387274e-05,7.213131960909955e-05,-1.8538339297153563e-05,0.9999999965717481
20:42:58:669,0.5086341241742931,-1.0422473018415999,-9.801996471314101,0.9999999946517522,5.181315102967024e-06,-9.236884379471014e-05,-5.180682277282485e-06,0.9999999965135374,2.3411681398391504e-05,9.2372455683075e-05,-2.3411923426825e-05,0.9999999938468614
20:42:58:702,0.49702032462472556,-1.0309361163586854,-9.792153075014927,0.9999999917818356,4.4475753648962014e-05,-0.00010137860217367837,-4.446288628278709e-05,0.9999999921520215,0.00012445819961991333,0.00010138279739462929,-0.0001244549192354127,0.9999999865993845
20:42:58:736,0.47649790344906173,-1.0513824670521763,-9.808380793978229,0.9999999845287063,-2.810274597112736e-05,-0.0001709835666963495,2.811752561087972e-05,0.9999999957772542,7.696855474885513e-05,0.00017098106145591724,-7.697182924916615e-05,0.9999999808586728
20:42:58:769,0.46395912595592304,-1.0536074493359442,-9.809480796543017,0.9999999980882396,-2.4549060597440008e-05,-5.6980141567010115e-05,2.4548130585383177e-05,1.0000000003101228,1.7473828040508143e-05,5.697998590701165e-05,-1.7474590148108657e-05,0.9999999981319715
20:42:58:802,0.4757128787489608,-1.0377331820362083,-9.812019908891301,0.999999997534698,-5.496946318694286e-06,2.158961980548487e-05,5.496983550087938e-06,0.9999999971870426,3.0226824259573127e-05,-2.1590595301337506e-05,-3.0227437152883995e-05,0.9999999992021014
20:42:58:836,0.4642155143243342,-1.0408206403730682,-9.813964442256214,0.999999994006825,7.237787371659444e-05,1.7841082989475983e-05,-7.237711234233865e-05,0.9999999936822606,-2.9878296921064698e-05,-1.784336871295061e-05,2.9875122431859828e-05,0.999999999557585
20:42:58:869,0.4778883914936403,-1.0378837068461715,-9.813293469462918,0.9999999962054359,3.969774564667937e-05,6.675999924210368e-05,-3.969596559415385e-05,0.9999999977869095,-3.819151718821353e-05,-6.676249706473298e-05,3.8190293580988586e-05,0.9999999960353146
20:42:58:902,0.4872010417347329,-1.0315376495648474,-9.803317708594163,0.99999999464377,-7.500469684535021e-07,9.253009003909284e-05,7.517529525323813e-07,1.0000000001070533,-1.9049295618771412e-05,-9.253042791415253e-05,1.9049507344463336e-05,0.9999999950839609
20:42:58:936,0.47911789183708864,-1.0295055685607988,-9.787136770496947,0.9999999991768166,4.965875481168908e-05,2.1601864604214885e-05,-4.9659849873091925e-05,0.9999999971635133,1.2982981607874639e-05,-2.1601336730699346e-05,-1.2984772395355894e-05,0.9999999986564311
20:42:58:969,0.48310578791661946,-1.032803511884337,-9.815214415844371,0.9999999952139926,5.0297847682118926e-05,7.804057530778564e-05,-5.030149788234141e-05,0.9999999955515977,7.036426754081924e-05,-7.803662149307944e-05,-7.036800852370784e-05,0.9999999935861774
20:42:59:002,0.4885837363443659,-1.0421044983262282,-9.819793033130194,0.9999999903414408,6.319704365270009e-05,0.0001290802874638873,-6.319463380144871e-05,0.9999999983680068,-2.3036275424891987e-05,-0.00012908215017116344,2.3028538071854183e-05,0.9999999917876589
